Nom de la gare;Nom de la gare;Code UIC;Code postal;Segmentation DRG;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015;Code Postal
Boulazac;;;;;;;;;;;;;;;;;;;;;
Bourg-Bruche;;;;;;;;;;;;;;;;;;;;;
Bourg-en-Bresse;;;;;;;;;;;;;;;;;;;;;
Bourges;;;;;;;;;;;;;;;;;;;;;
Bourgoin-Jallieu;;;;;;;;;;;;;;;;;;;;;
Bourgtheroulde - Thuit-Hébert;;;;;;;;;;;;;;;;;;;;;
Bouthéon;;;;;;;;;;;;;;;;;;;;;
Brandérion;;;;;;;;;;;;;;;;;;;;;
Brassac-les-Mines - Sainte-Florine;;;;;;;;;;;;;;;;;;;;;
Breil-sur-Roya;;;;;;;;;;;;;;;;;;;;;
Brélidy - Plouëc;;;;;;;;;;;;;;;;;;;;;
Bretenoux - Biars;;;;;;;;;;;;;;;;;;;;;
Bréval;;;;;;;;;;;;;;;;;;;;;
Brignac;;;;;;;;;;;;;;;;;;;;;
Broye;;;;;;;;;;;;;;;;;;;;;
Bussac-Forêt;;;;;;;;;;;;;;;;;;;;;
Busseau sur Creuse;;;;;;;;;;;;;;;;;;;;;
Calais - Fréthun;;;;;;;;;;;;;;;;;;;;;
Calonne-Ricouart;;;;;;;;;;;;;;;;;;;;;
Cannes;;;;;;;;;;;;;;;;;;;;;
Capdenac;;;;;;;;;;;;;;;;;;;;;
Carantilly - Marigny;;;;;;;;;;;;;;;;;;;;;
Carbonne;;;;;;;;;;;;;;;;;;;;;
Carnoles;;;;;;;;;;;;;;;;;;;;;
Carpentras;;;;;;;;;;;;;;;;;;;;;
Castelsarrasin;;;;;;;;;;;;;;;;;;;;;
Cattenières;;;;;;;;;;;;;;;;;;;;;
Cergy Saint-Christophe;;;;;;;;;;;;;;;;;;;;;
Cessieu;;;;;;;;;;;;;;;;;;;;;
Ceyzériat;;;;;;;;;;;;;;;;;;;;;
Chabanais;;;;;;;;;;;;;;;;;;;;;
Chabenet;;;;;;;;;;;;;;;;;;;;;
Chamarande;;;;;;;;;;;;;;;;;;;;;
Chambéry - Challes-les-Eaux;;;;;;;;;;;;;;;;;;;;;
Chamonix-Mont-Blanc;;;;;;;;;;;;;;;;;;;;;
Chamousset;;;;;;;;;;;;;;;;;;;;;
Champ de Courses d'Enghien;;;;;;;;;;;;;;;;;;;;;
Champagne-Ardenne TGV;;;;;;;;;;;;;;;;;;;;;
Chanteloup-les-Vignes;;;;;;;;;;;;;;;;;;;;;
Chantenay-Saint-Imbert;;;;;;;;;;;;;;;;;;;;;
Chapeauroux;;;;;;;;;;;;;;;;;;;;;
Chaponval;;;;;;;;;;;;;;;;;;;;;
Chartrettes;;;;;;;;;;;;;;;;;;;;;
Châteaubourg;;;;;;;;;;;;;;;;;;;;;
Châteaudun;;;;;;;;;;;;;;;;;;;;;
Château-Renault;;;;;;;;;;;;;;;;;;;;;
Château-Thierry;;;;;;;;;;;;;;;;;;;;;
Châtel-Censoir;;;;;;;;;;;;;;;;;;;;;
Chauffailles;;;;;;;;;;;;;;;;;;;;;
Chaumont;;;;;;;;;;;;;;;;;;;;;
Chaumont-en-Vexin;;;;;;;;;;;;;;;;;;;;;
Chaville - Vélizy;;;;;;;;;;;;;;;;;;;;;
Cheilly-lès-Maranges;;;;;;;;;;;;;;;;;;;;;
Chelles - Gournay;;;;;;;;;;;;;;;;;;;;;
Chemillé-en-Anjou;;;;;;;;;;;;;;;;;;;;;
Chemin d'Antony;;;;;;;;;;;;;;;;;;;;;
Chenonceaux;;;;;;;;;;;;;;;;;;;;;
Cherbourg;;;;;;;;;;;;;;;;;;;;;
Chevaigné;;;;;;;;;;;;;;;;;;;;;
Chocques;;;;;;;;;;;;;;;;;;;;;
Cholet;;;;;;;;;;;;;;;;;;;;;
Chorges;;;;;;;;;;;;;;;;;;;;;
Chouzy-sur-Cisse;;;;;;;;;;;;;;;;;;;;;
Clamart;;;;;;;;;;;;;;;;;;;;;
Clion sur Seugne;;;;;;;;;;;;;;;;;;;;;
Collonges - Fontaines;;;;;;;;;;;;;;;;;;;;;
Combourg;;;;;;;;;;;;;;;;;;;;;
Combs-la-Ville - Quincy;;;;;;;;;;;;;;;;;;;;;
Compans;;;;;;;;;;;;;;;;;;;;;
Conches-en-Ouche;;;;;;;;;;;;;;;;;;;;;
Condé-sur-Huisne;;;;;;;;;;;;;;;;;;;;;
Corbehem;;;;;;;;;;;;;;;;;;;;;
Cormery;;;;;;;;;;;;;;;;;;;;;
Corseul - Languenan;;;;;;;;;;;;;;;;;;;;;
Coudekerque-Branche;;;;;;;;;;;;;;;;;;;;;
Couiza - Montazels;;;;;;;;;;;;;;;;;;;;;
Courbevoie;;;;;;;;;;;;;;;;;;;;;
Courcay - Tauxigny;;;;;;;;;;;;;;;;;;;;;
Courtalain - Saint-Pellerin;;;;;;;;;;;;;;;;;;;;;
Coussac-Bonneval;;;;;;;;;;;;;;;;;;;;;
Cransac;;;;;;;;;;;;;;;;;;;;;
Creutzwald;;;;;;;;;;;;;;;;;;;;;
Croix du Prince;;;;;;;;;;;;;;;;;;;;;
Croix Sainte;;;;;;;;;;;;;;;;;;;;;
Crouy;;;;;;;;;;;;;;;;;;;;;
Cuinchy;;;;;;;;;;;;;;;;;;;;;
Dannemarie;;;;;;;;;;;;;;;;;;;;;
Darsac;;;;;;;;;;;;;;;;;;;;;
Decize;;;;;;;;;;;;;;;;;;;;;
Dégagnac;;;;;;;;;;;;;;;;;;;;;
Deluz;;;;;;;;;;;;;;;;;;;;;
Dieppe;;;;;;;;;;;;;;;;;;;;;
Digoin;;;;;;;;;;;;;;;;;;;;;
Distroff;;;;;;;;;;;;;;;;;;;;;
Douai;;;;;;;;;;;;;;;;;;;;;
Drancy;;;;;;;;;;;;;;;;;;;;;
Drusenheim;;;;;;;;;;;;;;;;;;;;;
Duttlenheim;;;;;;;;;;;;;;;;;;;;;
Ecully - Tassin;;;;;;;;;;;;;;;;;;;;;
Éguzon-Chantôme;;;;;;;;;;;;;;;;;;;;;
Elbeuf - Saint-Aubin;;;;;;;;;;;;;;;;;;;;;
Éloyes;;;;;;;;;;;;;;;;;;;;;
Entzheim Aéroport;;;;;;;;;;;;;;;;;;;;;
Epfig;;;;;;;;;;;;;;;;;;;;;
Épierre - Saint-Léger;;;;;;;;;;;;;;;;;;;;;
Épouville;;;;;;;;;;;;;;;;;;;;;
Err;;;;;;;;;;;;;;;;;;;;;
Étang-sur-Arroux;;;;;;;;;;;;;;;;;;;;;
Évian-les-Bains;;;;;;;;;;;;;;;;;;;;;
Évron;;;;;;;;;;;;;;;;;;;;;
Farbus;;;;;;;;;;;;;;;;;;;;;
Farschviller;;;;;;;;;;;;;;;;;;;;;
Fécamp;;;;;;;;;;;;;;;;;;;;;
Feuquières - Fressenneville;;;;;;;;;;;;;;;;;;;;;
Firminy;;;;;;;;;;;;;;;;;;;;;
Flaxlanden;;;;;;;;;;;;;;;;;;;;;
Folligny;;;;;;;;;;;;;;;;;;;;;
Fons - Saint-Mamert;;;;;;;;;;;;;;;;;;;;;
Fontenay-le-Fleury;;;;;;;;;;;;;;;;;;;;;
Fontpédrouse;;;;;;;;;;;;;;;;;;;;;
Fougeray - Langon;;;;;;;;;;;;;;;;;;;;;
Fourchambault;;;;;;;;;;;;;;;;;;;;;
Fraisses - Unieux;;;;;;;;;;;;;;;;;;;;;
Franchet d'Esperey;;;;;;;;;;;;;;;;;;;;;
Franois;;;;;;;;;;;;;;;;;;;;;
Frévin-Capelle;;;;;;;;;;;;;;;;;;;;;
Fumay;;;;;;;;;;;;;;;;;;;;;
Gagny;;;;;;;;;;;;;;;;;;;;;
Gandrange - Amnéville;;;;;;;;;;;;;;;;;;;;;
Gannes;;;;;;;;;;;;;;;;;;;;;
Garchizy;;;;;;;;;;;;;;;;;;;;;
Garges - Sarcelles;;;;;;;;;;;;;;;;;;;;;
Genlis;;;;;;;;;;;;;;;;;;;;;
Génolhac;;;;;;;;;;;;;;;;;;;;;
Germaine;;;;;;;;;;;;;;;;;;;;;
Gilley;;;;;;;;;;;;;;;;;;;;;
Gimont Cahuzac;;;;;;;;;;;;;;;;;;;;;
Givet;;;;;;;;;;;;;;;;;;;;;
Glos - Montfort;;;;;;;;;;;;;;;;;;;;;
Golfe Juan Vallauris;;;;;;;;;;;;;;;;;;;;;
Goncelin;;;;;;;;;;;;;;;;;;;;;
Gorges;;;;;;;;;;;;;;;;;;;;;
Gournay - Ferrières;;;;;;;;;;;;;;;;;;;;;
Graffenstaden;;;;;;;;;;;;;;;;;;;;;
Gravelines;;;;;;;;;;;;;;;;;;;;;
Gravigny Balizy;;;;;;;;;;;;;;;;;;;;;
Grigny le Sablon;;;;;;;;;;;;;;;;;;;;;
Grisolles;;;;;;;;;;;;;;;;;;;;;
Gros Noyer Saint-Prix;;;;;;;;;;;;;;;;;;;;;
Guignicourt;;;;;;;;;;;;;;;;;;;;;
Gujan-Mestras;;;;;;;;;;;;;;;;;;;;;
Habsheim;;;;;;;;;;;;;;;;;;;;;
Hachette;;;;;;;;;;;;;;;;;;;;;
Halte de Fontanil  Lycée de Drap;;;;;;;;;;;;;;;;;;;;;
Ham-en-Artois;;;;;;;;;;;;;;;;;;;;;
Hangest-sur-Somme;;;;;;;;;;;;;;;;;;;;;
Hasenrain;;;;;;;;;;;;;;;;;;;;;
Hautmont;;;;;;;;;;;;;;;;;;;;;
Hayange;;;;;;;;;;;;;;;;;;;;;
Heilly;;;;;;;;;;;;;;;;;;;;;
Hénin-Beaumont;;;;;;;;;;;;;;;;;;;;;
Herrlisheim-près-Colmar;;;;;;;;;;;;;;;;;;;;;
Hesdigneul-lès-Boulogne;;;;;;;;;;;;;;;;;;;;;
Hesdin;;;;;;;;;;;;;;;;;;;;;
Hombourg-Haut;;;;;;;;;;;;;;;;;;;;;
Houdan;;;;;;;;;;;;;;;;;;;;;
Issoudun;;;;;;;;;;;;;;;;;;;;;
Ivry-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Jacques Monod la Demi-Lieue;;;;;;;;;;;;;;;;;;;;;
Janzé;;;;;;;;;;;;;;;;;;;;;
Juf;;;;;;;;;;;;;;;;;;;;;
Joncet;;;;;;;;;;;;;;;;;;;;;
Kalhausen;;;;;;;;;;;;;;;;;;;;;
Kerhuon;;;;;;;;;;;;;;;;;;;;;
Kuntzig;;;;;;;;;;;;;;;;;;;;;
La Barasse;;;;;;;;;;;;;;;;;;;;;
La Basse Indre - Saint-Herblain;;;;;;;;;;;;;;;;;;;;;
La Bastide - Saint-Laurent-les-Bains;;;;;;;;;;;;;;;;;;;;;
La Brillanne - Oraison;;;;;;;;;;;;;;;;;;;;;
La Chapelle-sur-Erdre;;;;;;;;;;;;;;;;;;;;;
La Chaumusse - Fort-du-Plasne;;;;;;;;;;;;;;;;;;;;;
La Couronne Carro;;;;;;;;;;;;;;;;;;;;;
La Crau;;;;;;;;;;;;;;;;;;;;;
La Faloise;;;;;;;;;;;;;;;;;;;;;
La Fère;;;;;;;;;;;;;;;;;;;;;
La Frette - Montigny;;;;;;;;;;;;;;;;;;;;;
La Gouesnière - Cancale - Saint-Méloir-des-Ondes;;;;;;;;;;;;;;;;;;;;;
La Grand-Combe;;;;;;;;;;;;;;;;;;;;;
La Haie-Fouassière;;;;;;;;;;;;;;;;;;;;;
La Méaugon;;;;;;;;;;;;;;;;;;;;;
La Miouze - Rochefort;;;;;;;;;;;;;;;;;;;;;
La Pomme;;;;;;;;;;;;;;;;;;;;;
La Redonne Ensuès;;;;;;;;;;;;;;;;;;;;;
La Ricamarie;;;;;;;;;;;;;;;;;;;;;
La Rivière-Drugeon;;;;;;;;;;;;;;;;;;;;;
La Seyne - Six-Fours;;;;;;;;;;;;;;;;;;;;;
La Taye;;;;;;;;;;;;;;;;;;;;;
La Teste-de-Buch;;;;;;;;;;;;;;;;;;;;;
La Trinité Victor;;;;;;;;;;;;;;;;;;;;;
La Valbonne;;;;;;;;;;;;;;;;;;;;;
La Verpillière;;;;;;;;;;;;;;;;;;;;;
La Ville Gozet;;;;;;;;;;;;;;;;;;;;;
Lacelle;;;;;;;;;;;;;;;;;;;;;
L'Aiguille;;;;;;;;;;;;;;;;;;;;;
Lamanon;;;;;;;;;;;;;;;;;;;;;
Lamballe;;;;;;;;;;;;;;;;;;;;;
Lamothe-Landerron;;;;;;;;;;;;;;;;;;;;;
Lamothe-Montravel;;;;;;;;;;;;;;;;;;;;;
Landébia;;;;;;;;;;;;;;;;;;;;;
Landerneau;;;;;;;;;;;;;;;;;;;;;
Lantenay;;;;;;;;;;;;;;;;;;;;;
Laon;;;;;;;;;;;;;;;;;;;;;
Lapeyrouse;;;;;;;;;;;;;;;;;;;;;
Larche;;;;;;;;;;;;;;;;;;;;;
Lardenne;;;;;;;;;;;;;;;;;;;;;
L'Argentière Les Écrins;;;;;;;;;;;;;;;;;;;;;
Lavaufranche;;;;;;;;;;;;;;;;;;;;;
Lavaur;;;;;;;;;;;;;;;;;;;;;
Lavoûte-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Le Blanc-Mesnil;;;;;;;;;;;;;;;;;;;;;
Le Breuil-sur-Couze;;;;;;;;;;;;;;;;;;;;;
Le Buet;;;;;;;;;;;;;;;;;;;;;
Le Buisson-de-Cadouin;;;;;;;;;;;;;;;;;;;;;
Le Mans hôpital-université;;;;;;;;;;;;;;;;;;;;;
Le Monastier-Pin-Moriès;;;;;;;;;;;;;;;;;;;;;
Le Pénity;;;;;;;;;;;;;;;;;;;;;
Le Pont-de-Beauvoisin;;;;;;;;;;;;;;;;;;;;;
Le Quesnoy;;;;;;;;;;;;;;;;;;;;;
Le Rouget;;;;;;;;;;;;;;;;;;;;;
Le Teich;;;;;;;;;;;;;;;;;;;;;
Le Teil;;;;;;;;;;;;;;;;;;;;;
Le Trayas;;;;;;;;;;;;;;;;;;;;;
Lentilly;;;;;;;;;;;;;;;;;;;;;
Les Aubrais;;;;;;;;;;;;;;;;;;;;;
Les Clairières de Verneuil;;;;;;;;;;;;;;;;;;;;;
Les Fontinettes;;;;;;;;;;;;;;;;;;;;;
Les Lacs;;;;;;;;;;;;;;;;;;;;;
Les Mureaux;;;;;;;;;;;;;;;;;;;;;
Les Perrières;;;;;;;;;;;;;;;;;;;;;
Les Rosiers-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Les Sables-d'Olonne;;;;;;;;;;;;;;;;;;;;;
Les Versannes;;;;;;;;;;;;;;;;;;;;;
L'Escarène;;;;;;;;;;;;;;;;;;;;;
L'Étang-la-Ville - Les Sablons;;;;;;;;;;;;;;;;;;;;;
Lexos;;;;;;;;;;;;;;;;;;;;;
Liancourt-Saint-Pierre;;;;;;;;;;;;;;;;;;;;;
Libercourt;;;;;;;;;;;;;;;;;;;;;
Lille CHR;;;;;;;;;;;;;;;;;;;;;
Limay;;;;;;;;;;;;;;;;;;;;;
L'Isle-Jourdain;;;;;;;;;;;;;;;;;;;;;
Liverdun;;;;;;;;;;;;;;;;;;;;;
Livron-sur-Drôme;;;;;;;;;;;;;;;;;;;;;
Loches;;;;;;;;;;;;;;;;;;;;;
Longpont;;;;;;;;;;;;;;;;;;;;;
Longueau;;;;;;;;;;;;;;;;;;;;;
Lons-le-Saunier;;;;;;;;;;;;;;;;;;;;;
Loreux;;;;;;;;;;;;;;;;;;;;;
Loriol-sur-Drôme;;;;;;;;;;;;;;;;;;;;;
Lorraine TGV;;;;;;;;;;;;;;;;;;;;;
Louhans;;;;;;;;;;;;;;;;;;;;;
Loulay;;;;;;;;;;;;;;;;;;;;;
Loures - Barbazan;;;;;;;;;;;;;;;;;;;;;
Louroux-de-Bouble;;;;;;;;;;;;;;;;;;;;;
Lozanne;;;;;;;;;;;;;;;;;;;;;
Luant;;;;;;;;;;;;;;;;;;;;;
Lubersac;;;;;;;;;;;;;;;;;;;;;
Luçay-le-Mâle;;;;;;;;;;;;;;;;;;;;;
Lucé;;;;;;;;;;;;;;;;;;;;;
Ludon-Médoc;;;;;;;;;;;;;;;;;;;;;
Lumes;;;;;;;;;;;;;;;;;;;;;
Lurbe-Saint-Christau;;;;;;;;;;;;;;;;;;;;;
Lusignan;;;;;;;;;;;;;;;;;;;;;
Lutzelbourg;;;;;;;;;;;;;;;;;;;;;
Lutzelhouse;;;;;;;;;;;;;;;;;;;;;
Luzenac - Garanou;;;;;;;;;;;;;;;;;;;;;
Luzy;;;;;;;;;;;;;;;;;;;;;
Lycée Henri Sellier;;;;;;;;;;;;;;;;;;;;;
Lyon Saint-Exupéry TGV;;;;;;;;;;;;;;;;;;;;;
Lyon Vaise;;;;;;;;;;;;;;;;;;;;;
Magalas;;;;;;;;;;;;;;;;;;;;;
Magenta;;;;;;;;;;;;;;;;;;;;;
Magland;;;;;;;;;;;;;;;;;;;;;
Maisons-Alfort - Alfortville;;;;;;;;;;;;;;;;;;;;;
Maisse;;;;;;;;;;;;;;;;;;;;;
Mâlain;;;;;;;;;;;;;;;;;;;;;
Malesherbes;;;;;;;;;;;;;;;;;;;;;
Malling;;;;;;;;;;;;;;;;;;;;;
Manosque - Gréoux-les-Bains;;;;;;;;;;;;;;;;;;;;;
Marcelcave;;;;;;;;;;;;;;;;;;;;;
Mareil-Marly;;;;;;;;;;;;;;;;;;;;;
Maresquel-Ecquemicourt;;;;;;;;;;;;;;;;;;;;;
Margut - Fromy;;;;;;;;;;;;;;;;;;;;;
Marly-le-Roi;;;;;;;;;;;;;;;;;;;;;
Marmande;;;;;;;;;;;;;;;;;;;;;
Marquillies;;;;;;;;;;;;;;;;;;;;;
Marseillan Plage;;;;;;;;;;;;;;;;;;;;;
Martigues;;;;;;;;;;;;;;;;;;;;;
Marvejols;;;;;;;;;;;;;;;;;;;;;
Massy TGV;;;;;;;;;;;;;;;;;;;;;
Maule;;;;;;;;;;;;;;;;;;;;;
Maurecourt;;;;;;;;;;;;;;;;;;;;;
Maurois;;;;;;;;;;;;;;;;;;;;;
Maurs;;;;;;;;;;;;;;;;;;;;;
Mauves-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Mauzac-et-Grand-Castang;;;;;;;;;;;;;;;;;;;;;
Mayet;;;;;;;;;;;;;;;;;;;;;
Mazamet;;;;;;;;;;;;;;;;;;;;;
Menars;;;;;;;;;;;;;;;;;;;;;
Mérens-les-Vals;;;;;;;;;;;;;;;;;;;;;
Mériel;;;;;;;;;;;;;;;;;;;;;
Méroux;;;;;;;;;;;;;;;;;;;;;
Messac - Guipry;;;;;;;;;;;;;;;;;;;;;
Metz Nord;;;;;;;;;;;;;;;;;;;;;
Meurchin;;;;;;;;;;;;;;;;;;;;;
Meursault;;;;;;;;;;;;;;;;;;;;;
Meximieux - Pérouges;;;;;;;;;;;;;;;;;;;;;
Mézériat;;;;;;;;;;;;;;;;;;;;;
Milhac-d'Auberoche;;;;;;;;;;;;;;;;;;;;;
Milhaud;;;;;;;;;;;;;;;;;;;;;
Moirans;;;;;;;;;;;;;;;;;;;;;
Mommenheim;;;;;;;;;;;;;;;;;;;;;
Monnaie;;;;;;;;;;;;;;;;;;;;;
Montaignac-Saint-Hippolyte;;;;;;;;;;;;;;;;;;;;;
Montbard;;;;;;;;;;;;;;;;;;;;;
Montbizot;;;;;;;;;;;;;;;;;;;;;
Montbrison;;;;;;;;;;;;;;;;;;;;;
Montigny - Beauchamp;;;;;;;;;;;;;;;;;;;;;
Montigny-sur-Loing;;;;;;;;;;;;;;;;;;;;;
Montlaur;;;;;;;;;;;;;;;;;;;;;
Montluel;;;;;;;;;;;;;;;;;;;;;
Montmorillon;;;;;;;;;;;;;;;;;;;;;
Montpellier Sud de France;;;;;;;;;;;;;;;;;;;;;
Montrabé;;;;;;;;;;;;;;;;;;;;;
Montreuil sur Mer;;;;;;;;;;;;;;;;;;;;;
Montreux-Vieux;;;;;;;;;;;;;;;;;;;;;
Montville;;;;;;;;;;;;;;;;;;;;;
Moosch;;;;;;;;;;;;;;;;;;;;;
Morcenx;;;;;;;;;;;;;;;;;;;;;
Moulins sur Allier;;;;;;;;;;;;;;;;;;;;;
Mulhouse;;;;;;;;;;;;;;;;;;;;;
Mulhouse Dornach;;;;;;;;;;;;;;;;;;;;;
Mullerhof;;;;;;;;;;;;;;;;;;;;;
Munster;;;;;;;;;;;;;;;;;;;;;
Namps - Quevauvillers;;;;;;;;;;;;;;;;;;;;;
Nançois - Tronville;;;;;;;;;;;;;;;;;;;;;
Nanterre Université;;;;;;;;;;;;;;;;;;;;;
Négrondes;;;;;;;;;;;;;;;;;;;;;
Neuves-Maisons;;;;;;;;;;;;;;;;;;;;;
Neuvy-Pailloux;;;;;;;;;;;;;;;;;;;;;
Nevers Le Banlay;;;;;;;;;;;;;;;;;;;;;
Nézel - Aulnay;;;;;;;;;;;;;;;;;;;;;
Nîmes Pont du Gard;;;;;;;;;;;;;;;;;;;;;
Niolon;;;;;;;;;;;;;;;;;;;;;
Noisy-le-Roi;;;;;;;;;;;;;;;;;;;;;
Novillars;;;;;;;;;;;;;;;;;;;;;
Noyon;;;;;;;;;;;;;;;;;;;;;
Nuits sous Ravières;;;;;;;;;;;;;;;;;;;;;
Oderen;;;;;;;;;;;;;;;;;;;;;
Oissel;;;;;;;;;;;;;;;;;;;;;
Orangis Bois de l'Épine;;;;;;;;;;;;;;;;;;;;;
Orgerus - Béhoust;;;;;;;;;;;;;;;;;;;;;
Osny;;;;;;;;;;;;;;;;;;;;;
Osséja;;;;;;;;;;;;;;;;;;;;;
Ossès - Saint-Martin-d'Arrossa;;;;;;;;;;;;;;;;;;;;;
Oyonnax;;;;;;;;;;;;;;;;;;;;;
Pagny-le-Château;;;;;;;;;;;;;;;;;;;;;
Paris Austerlitz;;;;;;;;;;;;;;;;;;;;;
Paris Saint-Lazare;;;;;;;;;;;;;;;;;;;;;
Peille;;;;;;;;;;;;;;;;;;;;;
Penhoët;;;;;;;;;;;;;;;;;;;;;
Petit-Croix;;;;;;;;;;;;;;;;;;;;;
Peyrilhac - Saint-Jouvent;;;;;;;;;;;;;;;;;;;;;
Picon Busserine;;;;;;;;;;;;;;;;;;;;;
Pierre-Buffière;;;;;;;;;;;;;;;;;;;;;
Pierrefitte - Stains;;;;;;;;;;;;;;;;;;;;;
Pierrelatte;;;;;;;;;;;;;;;;;;;;;
Pins-Justaret;;;;;;;;;;;;;;;;;;;;;
Plerguer;;;;;;;;;;;;;;;;;;;;;
Plougonver;;;;;;;;;;;;;;;;;;;;;
Pommevic;;;;;;;;;;;;;;;;;;;;;
Pont Cardinet;;;;;;;;;;;;;;;;;;;;;
Pont de Briques;;;;;;;;;;;;;;;;;;;;;
Pont de Dore;;;;;;;;;;;;;;;;;;;;;
Pont de Rungis Aéroport d'Orly;;;;;;;;;;;;;;;;;;;;;
Pont du Garigliano - Hôpital Européen Georges Pompidou;;;;;;;;;;;;;;;;;;;;;
Pont Petit;;;;;;;;;;;;;;;;;;;;;
Pontarlier;;;;;;;;;;;;;;;;;;;;;
Pont-à-Vendin;;;;;;;;;;;;;;;;;;;;;
Pont-de-l'Arche;;;;;;;;;;;;;;;;;;;;;
Pont-de-Veyle;;;;;;;;;;;;;;;;;;;;;
Pont-du-Casse;;;;;;;;;;;;;;;;;;;;;
Pontgibaud;;;;;;;;;;;;;;;;;;;;;
Pont-Saint-Vincent;;;;;;;;;;;;;;;;;;;;;
Pornic;;;;;;;;;;;;;;;;;;;;;
Port-de-Bouc;;;;;;;;;;;;;;;;;;;;;
Portets;;;;;;;;;;;;;;;;;;;;;
Prades - Molitg-les-Bains;;;;;;;;;;;;;;;;;;;;;
Prouvy - Thiant;;;;;;;;;;;;;;;;;;;;;
Puget-Ville;;;;;;;;;;;;;;;;;;;;;
Puyoô;;;;;;;;;;;;;;;;;;;;;
Quesnoy-le-Montant;;;;;;;;;;;;;;;;;;;;;
Quimperlé;;;;;;;;;;;;;;;;;;;;;
Rambouillet;;;;;;;;;;;;;;;;;;;;;
Reignac-sur-Indre;;;;;;;;;;;;;;;;;;;;;
Rezé Pont Rousseau;;;;;;;;;;;;;;;;;;;;;
Ribeauvillé;;;;;;;;;;;;;;;;;;;;;
Ribécourt;;;;;;;;;;;;;;;;;;;;;
Rivarennes;;;;;;;;;;;;;;;;;;;;;
Rive-de-Gier;;;;;;;;;;;;;;;;;;;;;
Rivesaltes;;;;;;;;;;;;;;;;;;;;;
Roanne;;;;;;;;;;;;;;;;;;;;;
Rodez;;;;;;;;;;;;;;;;;;;;;
Rognac;;;;;;;;;;;;;;;;;;;;;
Rombas - Clouange;;;;;;;;;;;;;;;;;;;;;
Roppenheim;;;;;;;;;;;;;;;;;;;;;
Roquebrune-Cap-Martin;;;;;;;;;;;;;;;;;;;;;
Roquesérière - Buzet;;;;;;;;;;;;;;;;;;;;;
Rosny Bois Perrier;;;;;;;;;;;;;;;;;;;;;
Rosny-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Rouen Rive Droite;;;;;;;;;;;;;;;;;;;;;
Rougemont Chanteloup;;;;;;;;;;;;;;;;;;;;;
Rountzenheim;;;;;;;;;;;;;;;;;;;;;
Route de Launaguet;;;;;;;;;;;;;;;;;;;;;
Rully;;;;;;;;;;;;;;;;;;;;;
Russ Hersbach;;;;;;;;;;;;;;;;;;;;;
Saint-André-de-Cubzac;;;;;;;;;;;;;;;;;;;;;
Saint-Armel;;;;;;;;;;;;;;;;;;;;;
Saint-Astier;;;;;;;;;;;;;;;;;;;;;
Saint-Aubin - Saint-Luperce;;;;;;;;;;;;;;;;;;;;;
Saint-Aulaire;;;;;;;;;;;;;;;;;;;;;
Saint-Ay;;;;;;;;;;;;;;;;;;;;;
Saint-Blaise-la-Roche Poutay;;;;;;;;;;;;;;;;;;;;;
Saint-Brieuc;;;;;;;;;;;;;;;;;;;;;
Saint-Claude;;;;;;;;;;;;;;;;;;;;;
Saint-Cloud;;;;;;;;;;;;;;;;;;;;;
Saint-Cyprien;;;;;;;;;;;;;;;;;;;;;
Saint-Cyr Les Lecques - La Cadière;;;;;;;;;;;;;;;;;;;;;
Saint-Cyr-en-Val La Source;;;;;;;;;;;;;;;;;;;;;
Saint-Cyr-l'École;;;;;;;;;;;;;;;;;;;;;
Sainte-Cécile-d'Andorge;;;;;;;;;;;;;;;;;;;;;
Sainte-Foy-la-Grande;;;;;;;;;;;;;;;;;;;;;
Saint-Émilion;;;;;;;;;;;;;;;;;;;;;
Saint-Fargeau;;;;;;;;;;;;;;;;;;;;;
Saint-Fons;;;;;;;;;;;;;;;;;;;;;
Saint-Georges-d'Aurac;;;;;;;;;;;;;;;;;;;;;
Saint-Geours-de-Maremne;;;;;;;;;;;;;;;;;;;;;
Saint-Germain - Saint-Rémy;;;;;;;;;;;;;;;;;;;;;
Saint-Germain-au-Mont-d'Or;;;;;;;;;;;;;;;;;;;;;
Saint-Germain-en-Laye Bel-Air - Fourqueux;;;;;;;;;;;;;;;;;;;;;
Saint-Germain-en-Laye Grande Ceinture;;;;;;;;;;;;;;;;;;;;;
Saint-Gildas-des-Bois;;;;;;;;;;;;;;;;;;;;;
Saint-Hilaire - Saint-Nazaire;;;;;;;;;;;;;;;;;;;;;
Saint-Hilaire-de-Chaléons;;;;;;;;;;;;;;;;;;;;;
Saint-Hilaire-sur-Helpe;;;;;;;;;;;;;;;;;;;;;
