Nom de la gare;Nom de la gare;Code UIC;Code postal;Segmentation DRG;Total Voyageurs 2022;Total Voyageurs + Non voyageurs 2022;Total Voyageurs 2021;Total Voyageurs + Non voyageurs 2021;Total Voyageurs 2020;Total Voyageurs + Non voyageurs 2020;Total Voyageurs 2019;Total Voyageurs + Non voyageurs 2019;Total Voyageurs 2018;Total Voyageurs + Non voyageurs 2018;Total Voyageurs 2017;Total Voyageurs + Non voyageurs 2017;Total Voyageurs 2016;Total Voyageurs + Non voyageurs 2016;Total Voyageurs 2015;Total Voyageurs + Non voyageurs 2015;Code Postal
Tantonville;;;;;;;;;;;;;;;;;;;;;
Tarascon-sur-Ariège;;;;;;;;;;;;;;;;;;;;;
Tassin;;;;;;;;;;;;;;;;;;;;;
Tenay - Hauteville;;;;;;;;;;;;;;;;;;;;;
Teting-sur-Nied;;;;;;;;;;;;;;;;;;;;;
Thann Saint-Jacques;;;;;;;;;;;;;;;;;;;;;
Thiaville-sur-Meurthe;;;;;;;;;;;;;;;;;;;;;
Thiers;;;;;;;;;;;;;;;;;;;;;
Thieux - Nantouillet;;;;;;;;;;;;;;;;;;;;;
Tonneins;;;;;;;;;;;;;;;;;;;;;
Toul;;;;;;;;;;;;;;;;;;;;;
Tournay;;;;;;;;;;;;;;;;;;;;;
Tourville-la-Rivière;;;;;;;;;;;;;;;;;;;;;
Traou Nez;;;;;;;;;;;;;;;;;;;;;
Trentels Ladignac;;;;;;;;;;;;;;;;;;;;;
Tricot;;;;;;;;;;;;;;;;;;;;;
Trie-Château;;;;;;;;;;;;;;;;;;;;;
Trith-Saint-Léger;;;;;;;;;;;;;;;;;;;;;
Tronsanges;;;;;;;;;;;;;;;;;;;;;
Ussel;;;;;;;;;;;;;;;;;;;;;
Ustaritz Jatxou;;;;;;;;;;;;;;;;;;;;;
Vaires - Torcy;;;;;;;;;;;;;;;;;;;;;
Valdahon Camp Militaire;;;;;;;;;;;;;;;;;;;;;
Valence TGV Rhône-Alpes Sud;;;;;;;;;;;;;;;;;;;;;
Valleiry;;;;;;;;;;;;;;;;;;;;;
Vallon-en-Sully;;;;;;;;;;;;;;;;;;;;;
Valognes;;;;;;;;;;;;;;;;;;;;;
Vanves - Malakoff;;;;;;;;;;;;;;;;;;;;;
Varades - Saint-Florent le Vieil;;;;;;;;;;;;;;;;;;;;;
Vaucelles;;;;;;;;;;;;;;;;;;;;;
Vaudagne;;;;;;;;;;;;;;;;;;;;;
Vaulry;;;;;;;;;;;;;;;;;;;;;
Vaux-et-Chantegrue;;;;;;;;;;;;;;;;;;;;;
Vaux-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Vayres;;;;;;;;;;;;;;;;;;;;;
Vénissieux;;;;;;;;;;;;;;;;;;;;;
Vernaison;;;;;;;;;;;;;;;;;;;;;
Verneuil-l'Étang;;;;;;;;;;;;;;;;;;;;;
Vernou-la-Celle-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Versailles Château Rive Gauche;;;;;;;;;;;;;;;;;;;;;
Versailles Rive Droite;;;;;;;;;;;;;;;;;;;;;
Viarmes;;;;;;;;;;;;;;;;;;;;;
Vichy;;;;;;;;;;;;;;;;;;;;;
Vidauban;;;;;;;;;;;;;;;;;;;;;
Vieux-Thann Zone Industrielle;;;;;;;;;;;;;;;;;;;;;
Vignols - Saint-Solve;;;;;;;;;;;;;;;;;;;;;
Villedieu-les-Poêles;;;;;;;;;;;;;;;;;;;;;
Villefranche - Vernet-les-Bains;;;;;;;;;;;;;;;;;;;;;
Villefranche-sur-Mer;;;;;;;;;;;;;;;;;;;;;
Villeneuve-la-Comtesse;;;;;;;;;;;;;;;;;;;;;
Villenouvelle;;;;;;;;;;;;;;;;;;;;;
Villers-Cotterêts;;;;;;;;;;;;;;;;;;;;;
Villers-Saint-Sépulcre;;;;;;;;;;;;;;;;;;;;;
Villetaneuse Université T11;;;;;;;;;;;;;;;;;;;;;
Villiers - Neauphle - Pontchartrain;;;;;;;;;;;;;;;;;;;;;
Villiers-sur-Marne - Le Plessis-Trévise;;;;;;;;;;;;;;;;;;;;;
Vions - Chanaz;;;;;;;;;;;;;;;;;;;;;
Vireux-Molhain;;;;;;;;;;;;;;;;;;;;;
Virieu-le-Grand - Belley;;;;;;;;;;;;;;;;;;;;;
Virville - Manneville;;;;;;;;;;;;;;;;;;;;;
Vis à Marles;;;;;;;;;;;;;;;;;;;;;
Vitry-le-François;;;;;;;;;;;;;;;;;;;;;
Vitry-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Voutré;;;;;;;;;;;;;;;;;;;;;
Vulaines-sur-Seine - Samoreau;;;;;;;;;;;;;;;;;;;;;
Woippy;;;;;;;;;;;;;;;;;;;;;
Xertigny;;;;;;;;;;;;;;;;;;;;;
Ychoux;;;;;;;;;;;;;;;;;;;;;
Yerres;;;;;;;;;;;;;;;;;;;;;
Zornhoff Monswiller;;;;;;;;;;;;;;;;;;;;;
Abancourt;;;;;;;;;;;;;;;;;;;;;
Aguilcourt - Variscourt;;;;;;;;;;;;;;;;;;;;;
Aiguillon;;;;;;;;;;;;;;;;;;;;;
Ailly-sur-Noye;;;;;;;;;;;;;;;;;;;;;
Aiserey;;;;;;;;;;;;;;;;;;;;;
Aix-en-Provence TGV;;;;;;;;;;;;;;;;;;;;;
Aixe-sur-Vienne;;;;;;;;;;;;;;;;;;;;;
Albert;;;;;;;;;;;;;;;;;;;;;
Alençon;;;;;;;;;;;;;;;;;;;;;
Alès;;;;;;;;;;;;;;;;;;;;;
Alet-les-Bains;;;;;;;;;;;;;;;;;;;;;
Allée de la Tour Rendez-Vous;;;;;;;;;;;;;;;;;;;;;
Alleyras;;;;;;;;;;;;;;;;;;;;;
Amagne - Lucquy;;;;;;;;;;;;;;;;;;;;;
Amboise;;;;;;;;;;;;;;;;;;;;;
Amiens;;;;;;;;;;;;;;;;;;;;;
Anché - Voulon;;;;;;;;;;;;;;;;;;;;;
Ancy-sur-Moselle;;;;;;;;;;;;;;;;;;;;;
Andrézieux-Bouthéon;;;;;;;;;;;;;;;;;;;;;
Angoulême;;;;;;;;;;;;;;;;;;;;;
Arbois;;;;;;;;;;;;;;;;;;;;;
Arches;;;;;;;;;;;;;;;;;;;;;
Arleux;;;;;;;;;;;;;;;;;;;;;
Armentières;;;;;;;;;;;;;;;;;;;;;
Arnèke;;;;;;;;;;;;;;;;;;;;;
Arpajon;;;;;;;;;;;;;;;;;;;;;
Artenay;;;;;;;;;;;;;;;;;;;;;
Artix;;;;;;;;;;;;;;;;;;;;;
Arvant;;;;;;;;;;;;;;;;;;;;;
Assier;;;;;;;;;;;;;;;;;;;;;
Athis-Mons;;;;;;;;;;;;;;;;;;;;;
Aubergenville Élisabethville;;;;;;;;;;;;;;;;;;;;;
Aubiet;;;;;;;;;;;;;;;;;;;;;
Audruicq;;;;;;;;;;;;;;;;;;;;;
Audun-le-Roman;;;;;;;;;;;;;;;;;;;;;
Aumale;;;;;;;;;;;;;;;;;;;;;
Avenay;;;;;;;;;;;;;;;;;;;;;
Avenue Foch;;;;;;;;;;;;;;;;;;;;;
Avesnes-sur-Helpe;;;;;;;;;;;;;;;;;;;;;
Avignon TGV;;;;;;;;;;;;;;;;;;;;;
Avion;;;;;;;;;;;;;;;;;;;;;
Avrechy;;;;;;;;;;;;;;;;;;;;;
Azay-sur-Cher;;;;;;;;;;;;;;;;;;;;;
Baccarat;;;;;;;;;;;;;;;;;;;;;
Bagnols - Chadenet;;;;;;;;;;;;;;;;;;;;;
Bainville-sur-Madon;;;;;;;;;;;;;;;;;;;;;
Balagny Saint-Épin;;;;;;;;;;;;;;;;;;;;;
Ballan-Miré;;;;;;;;;;;;;;;;;;;;;
Bar-le-Duc;;;;;;;;;;;;;;;;;;;;;
Barsac;;;;;;;;;;;;;;;;;;;;;
Bazancourt;;;;;;;;;;;;;;;;;;;;;
Bazoches;;;;;;;;;;;;;;;;;;;;;
Beau Marais;;;;;;;;;;;;;;;;;;;;;
Beaulieu-sur-Mer;;;;;;;;;;;;;;;;;;;;;
Belfort - Montbéliard TGV;;;;;;;;;;;;;;;;;;;;;
Belleville-sur-Vie;;;;;;;;;;;;;;;;;;;;;
Bénesse-Maremne;;;;;;;;;;;;;;;;;;;;;
Bengy-sur-Craon;;;;;;;;;;;;;;;;;;;;;
Béning;;;;;;;;;;;;;;;;;;;;;
Berthelming;;;;;;;;;;;;;;;;;;;;;
Betton;;;;;;;;;;;;;;;;;;;;;
Bibliothèque François Mitterrand;;;;;;;;;;;;;;;;;;;;;
Bidarray Pont Noblia;;;;;;;;;;;;;;;;;;;;;
Biffontaine;;;;;;;;;;;;;;;;;;;;;
Biganos Facture;;;;;;;;;;;;;;;;;;;;;
Bischwiller;;;;;;;;;;;;;;;;;;;;;
Bléré - La Croix;;;;;;;;;;;;;;;;;;;;;
Blesme - Haussignémont;;;;;;;;;;;;;;;;;;;;;
Boigneville;;;;;;;;;;;;;;;;;;;;;
Bois-d'Oingt - Légny;;;;;;;;;;;;;;;;;;;;;
Bois-le-Roi;;;;;;;;;;;;;;;;;;;;;
Bolbec - Nointot;;;;;;;;;;;;;;;;;;;;;
Bollwiller;;;;;;;;;;;;;;;;;;;;;
Bologne;;;;;;;;;;;;;;;;;;;;;
Bons-en-Chablais;;;;;;;;;;;;;;;;;;;;;
Bornel - Belle-Église;;;;;;;;;;;;;;;;;;;;;
Bouffémont - Moisselles;;;;;;;;;;;;;;;;;;;;;
Boussay - La Bruffière;;;;;;;;;;;;;;;;;;;;;
Boutigny-sur-Essonne;;;;;;;;;;;;;;;;;;;;;
Bouzonville;;;;;;;;;;;;;;;;;;;;;
Bram;;;;;;;;;;;;;;;;;;;;;
Brax - Léguevin;;;;;;;;;;;;;;;;;;;;;
Bressuire;;;;;;;;;;;;;;;;;;;;;
Breuil - Romain;;;;;;;;;;;;;;;;;;;;;
Breuillet Village;;;;;;;;;;;;;;;;;;;;;
Briançon;;;;;;;;;;;;;;;;;;;;;
Brimeux;;;;;;;;;;;;;;;;;;;;;
Brionne;;;;;;;;;;;;;;;;;;;;;
Brunémont;;;;;;;;;;;;;;;;;;;;;
Bruyères-sur-Oise;;;;;;;;;;;;;;;;;;;;;
Bugeat;;;;;;;;;;;;;;;;;;;;;
Buire-sur-l'Ancre;;;;;;;;;;;;;;;;;;;;;
Bussière-Galant;;;;;;;;;;;;;;;;;;;;;
Cagnes-sur-Mer;;;;;;;;;;;;;;;;;;;;;
Cahors;;;;;;;;;;;;;;;;;;;;;
Calais;;;;;;;;;;;;;;;;;;;;;
Campagnac - Saint-Geniez;;;;;;;;;;;;;;;;;;;;;
Cantin;;;;;;;;;;;;;;;;;;;;;
Cap-d'Ail;;;;;;;;;;;;;;;;;;;;;
Capvern;;;;;;;;;;;;;;;;;;;;;
Castelnau-d'Estrétefonds;;;;;;;;;;;;;;;;;;;;;
Caudrot;;;;;;;;;;;;;;;;;;;;;
Caudry;;;;;;;;;;;;;;;;;;;;;
Cavaillon;;;;;;;;;;;;;;;;;;;;;
Cenon;;;;;;;;;;;;;;;;;;;;;
Cercy-la-Tour;;;;;;;;;;;;;;;;;;;;;
Cernay (Val-d'Oise);;;;;;;;;;;;;;;;;;;;;
Cesson;;;;;;;;;;;;;;;;;;;;;
Chambourg-sur-Indre;;;;;;;;;;;;;;;;;;;;;
Chamonix Aiguille du Midi;;;;;;;;;;;;;;;;;;;;;
Champagne-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Champtocé-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Chantenay;;;;;;;;;;;;;;;;;;;;;
Charleville-Mézières;;;;;;;;;;;;;;;;;;;;;
Chartres;;;;;;;;;;;;;;;;;;;;;
Chasseneuil-du-Poitou;;;;;;;;;;;;;;;;;;;;;
Chasseneuil-sur-Bonnieure;;;;;;;;;;;;;;;;;;;;;
Châteaubriant;;;;;;;;;;;;;;;;;;;;;
Châteauneuf-sur-Cher;;;;;;;;;;;;;;;;;;;;;
Châtel - Nomexy;;;;;;;;;;;;;;;;;;;;;
Châtelaudren - Plouagat;;;;;;;;;;;;;;;;;;;;;
Châtellerault;;;;;;;;;;;;;;;;;;;;;
Chauny;;;;;;;;;;;;;;;;;;;;;
Chaux-des-Crotenay;;;;;;;;;;;;;;;;;;;;;
Chaville Rive Droite;;;;;;;;;;;;;;;;;;;;;
Chaville Rive Gauche;;;;;;;;;;;;;;;;;;;;;
Chessy;;;;;;;;;;;;;;;;;;;;;
Chevillon;;;;;;;;;;;;;;;;;;;;;
Chevilly;;;;;;;;;;;;;;;;;;;;;
Cinq-Mars-la-Pile;;;;;;;;;;;;;;;;;;;;;
Ciry-le-Noble;;;;;;;;;;;;;;;;;;;;;
Clères;;;;;;;;;;;;;;;;;;;;;
Clermont de l'Oise;;;;;;;;;;;;;;;;;;;;;
Clermont La Rotonde;;;;;;;;;;;;;;;;;;;;;
Clermont-Ferrand;;;;;;;;;;;;;;;;;;;;;
Clisson;;;;;;;;;;;;;;;;;;;;;
Coat Guégan;;;;;;;;;;;;;;;;;;;;;
Collioure;;;;;;;;;;;;;;;;;;;;;
Colmar Saint-Joseph;;;;;;;;;;;;;;;;;;;;;
Colombes;;;;;;;;;;;;;;;;;;;;;
Colomiers;;;;;;;;;;;;;;;;;;;;;
Comines;;;;;;;;;;;;;;;;;;;;;
Conflans Fin d'Oise;;;;;;;;;;;;;;;;;;;;;
Conflans-Sainte-Honorine;;;;;;;;;;;;;;;;;;;;;
Cormeilles-en-Parisis;;;;;;;;;;;;;;;;;;;;;
Coron de Méricourt;;;;;;;;;;;;;;;;;;;;;
Coulommiers;;;;;;;;;;;;;;;;;;;;;
Coutras;;;;;;;;;;;;;;;;;;;;;
Couze;;;;;;;;;;;;;;;;;;;;;
Couzon-au-Mont-d'Or;;;;;;;;;;;;;;;;;;;;;
Crêches-sur-Saône;;;;;;;;;;;;;;;;;;;;;
Croix - Wasquehal;;;;;;;;;;;;;;;;;;;;;
Cros de Cagnes;;;;;;;;;;;;;;;;;;;;;
Crouy-sur-Ourcq;;;;;;;;;;;;;;;;;;;;;
Cubzac-les-Ponts;;;;;;;;;;;;;;;;;;;;;
Dachstein;;;;;;;;;;;;;;;;;;;;;
Dammartin - Juilly - Saint-Mard;;;;;;;;;;;;;;;;;;;;;
Dardilly Le Jubin;;;;;;;;;;;;;;;;;;;;;
Dardilly Les Mouilles;;;;;;;;;;;;;;;;;;;;;
Delle;;;;;;;;;;;;;;;;;;;;;
Denain;;;;;;;;;;;;;;;;;;;;;
Dijon;;;;;;;;;;;;;;;;;;;;;
Dirinon;;;;;;;;;;;;;;;;;;;;;
Dives-sur-Mer Port Guillaume;;;;;;;;;;;;;;;;;;;;;
Dommartin - Remiencourt;;;;;;;;;;;;;;;;;;;;;
Donges;;;;;;;;;;;;;;;;;;;;;
Dordives;;;;;;;;;;;;;;;;;;;;;
Échirolles;;;;;;;;;;;;;;;;;;;;;
Écouflant;;;;;;;;;;;;;;;;;;;;;
Égly;;;;;;;;;;;;;;;;;;;;;
Eichhoffen;;;;;;;;;;;;;;;;;;;;;
Épernon;;;;;;;;;;;;;;;;;;;;;
Ermont Halte;;;;;;;;;;;;;;;;;;;;;
Erstein;;;;;;;;;;;;;;;;;;;;;
Esbly;;;;;;;;;;;;;;;;;;;;;
Escalquens;;;;;;;;;;;;;;;;;;;;;
Étainhus - Saint-Romain;;;;;;;;;;;;;;;;;;;;;
Étaples - Le Touquet;;;;;;;;;;;;;;;;;;;;;
Étival-Clairefontaine;;;;;;;;;;;;;;;;;;;;;
Étréchy;;;;;;;;;;;;;;;;;;;;;
Felletin;;;;;;;;;;;;;;;;;;;;;
Fenouillet - Saint-Alban;;;;;;;;;;;;;;;;;;;;;
Ferrières - Fontenay;;;;;;;;;;;;;;;;;;;;;
Feyzin;;;;;;;;;;;;;;;;;;;;;
Fismes;;;;;;;;;;;;;;;;;;;;;
Fontaine-le-Port;;;;;;;;;;;;;;;;;;;;;
Formerie;;;;;;;;;;;;;;;;;;;;;
Fors;;;;;;;;;;;;;;;;;;;;;
Freinville Sevran;;;;;;;;;;;;;;;;;;;;;
Fréjus - Saint-Raphael Autotrain;;;;;;;;;;;;;;;;;;;;;
Frouard;;;;;;;;;;;;;;;;;;;;;
Gallieni Cancéropôle;;;;;;;;;;;;;;;;;;;;;
Galuzot;;;;;;;;;;;;;;;;;;;;;
Gannat;;;;;;;;;;;;;;;;;;;;;
Gardanne;;;;;;;;;;;;;;;;;;;;;
Gare routière de Digne les Bains;;;;;;;;;;;;;;;;;;;;;
Génelard;;;;;;;;;;;;;;;;;;;;;
Générac;;;;;;;;;;;;;;;;;;;;;
Gisors;;;;;;;;;;;;;;;;;;;;;
Givors;;;;;;;;;;;;;;;;;;;;;
Gourland;;;;;;;;;;;;;;;;;;;;;
Grandvillars;;;;;;;;;;;;;;;;;;;;;
Grasse;;;;;;;;;;;;;;;;;;;;;
Guimiliau;;;;;;;;;;;;;;;;;;;;;
Haluchère Batignolles;;;;;;;;;;;;;;;;;;;;;
Heming Mairie;;;;;;;;;;;;;;;;;;;;;
Hoerdt;;;;;;;;;;;;;;;;;;;;;
Homécourt;;;;;;;;;;;;;;;;;;;;;
Hundling;;;;;;;;;;;;;;;;;;;;;
Hunspach;;;;;;;;;;;;;;;;;;;;;
Igney - Avricourt;;;;;;;;;;;;;;;;;;;;;
Igny;;;;;;;;;;;;;;;;;;;;;
Ingrandes sur Vienne;;;;;;;;;;;;;;;;;;;;;
Ingrandes-Le Fresne-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Invalides;;;;;;;;;;;;;;;;;;;;;
Irigny Yvours;;;;;;;;;;;;;;;;;;;;;
Is-sur-Tille;;;;;;;;;;;;;;;;;;;;;
Issy-les-Moulineaux;;;;;;;;;;;;;;;;;;;;;
Jarnac;;;;;;;;;;;;;;;;;;;;;
Jassonneix;;;;;;;;;;;;;;;;;;;;;
Jatxou;;;;;;;;;;;;;;;;;;;;;
Jaunay-Clan;;;;;;;;;;;;;;;;;;;;;
Javel;;;;;;;;;;;;;;;;;;;;;
Joncherey;;;;;;;;;;;;;;;;;;;;;
Joué-lès-Tours;;;;;;;;;;;;;;;;;;;;;
Koenigsmacker;;;;;;;;;;;;;;;;;;;;;
La Bonneville-sur-Iton;;;;;;;;;;;;;;;;;;;;;
La Bouteille;;;;;;;;;;;;;;;;;;;;;
La Brohinière;;;;;;;;;;;;;;;;;;;;;
La Celle-Saint-Cloud;;;;;;;;;;;;;;;;;;;;;
La Ciotat - Ceyreste;;;;;;;;;;;;;;;;;;;;;
La Clayette - Baudemont;;;;;;;;;;;;;;;;;;;;;
La Coquille;;;;;;;;;;;;;;;;;;;;;
La Ferté-Alais;;;;;;;;;;;;;;;;;;;;;
La Frayère;;;;;;;;;;;;;;;;;;;;;
La Garde;;;;;;;;;;;;;;;;;;;;;
La Jonchère-Saint-Maurice;;;;;;;;;;;;;;;;;;;;;
La Marche;;;;;;;;;;;;;;;;;;;;;
La Mothe-Achard;;;;;;;;;;;;;;;;;;;;;
La Norville - Saint-Germain-lès-Arpajon;;;;;;;;;;;;;;;;;;;;;
La Penne-sur-Huveaune;;;;;;;;;;;;;;;;;;;;;
La Plaine Stade de France - Saint-Denis - Aubervilliers;;;;;;;;;;;;;;;;;;;;;
La Possonnière;;;;;;;;;;;;;;;;;;;;;
La Rochelle Porte Dauphine;;;;;;;;;;;;;;;;;;;;;
La Souterraine;;;;;;;;;;;;;;;;;;;;;
La Tour-de-Salvagny;;;;;;;;;;;;;;;;;;;;;
La Tricherie;;;;;;;;;;;;;;;;;;;;;
La Verrière;;;;;;;;;;;;;;;;;;;;;
La Villette Saint-Prest;;;;;;;;;;;;;;;;;;;;;
Labège Innopole;;;;;;;;;;;;;;;;;;;;;
Labenne;;;;;;;;;;;;;;;;;;;;;
Labruguière;;;;;;;;;;;;;;;;;;;;;
Lacapelle-Viescamp;;;;;;;;;;;;;;;;;;;;;
Laillé;;;;;;;;;;;;;;;;;;;;;
Laissac;;;;;;;;;;;;;;;;;;;;;
Laissey;;;;;;;;;;;;;;;;;;;;;
Lamarche;;;;;;;;;;;;;;;;;;;;;
Lamonzie-Saint-Martin;;;;;;;;;;;;;;;;;;;;;
Lamure-sur-Azergues;;;;;;;;;;;;;;;;;;;;;
Lancerf;;;;;;;;;;;;;;;;;;;;;
Landas;;;;;;;;;;;;;;;;;;;;;
Landaul - Mendon;;;;;;;;;;;;;;;;;;;;;
Langon;;;;;;;;;;;;;;;;;;;;;
Laroque-Timbaut;;;;;;;;;;;;;;;;;;;;;
Lauterbourg;;;;;;;;;;;;;;;;;;;;;
Laval-de-Cère;;;;;;;;;;;;;;;;;;;;;
Lavaveix-les-Mines;;;;;;;;;;;;;;;;;;;;;
Lavilletertre;;;;;;;;;;;;;;;;;;;;;
Le Bourget;;;;;;;;;;;;;;;;;;;;;
Le Burg;;;;;;;;;;;;;;;;;;;;;
Le Coudray-Montceaux;;;;;;;;;;;;;;;;;;;;;
Le Grau-du-Roi;;;;;;;;;;;;;;;;;;;;;
Le Mée-sur-Seine;;;;;;;;;;;;;;;;;;;;;
Le Molay-Littry;;;;;;;;;;;;;;;;;;;;;
Le Pallet;;;;;;;;;;;;;;;;;;;;;
Le Plessis-Belleville;;;;;;;;;;;;;;;;;;;;;
Le Poirier Université;;;;;;;;;;;;;;;;;;;;;
Le Pont-de-Claix;;;;;;;;;;;;;;;;;;;;;
Le Raincy - Villemomble - Montfermeil;;;;;;;;;;;;;;;;;;;;;
Le Soler;;;;;;;;;;;;;;;;;;;;;
Le Theil - La Rouge;;;;;;;;;;;;;;;;;;;;;
Le Thor;;;;;;;;;;;;;;;;;;;;;
Le Vauriat;;;;;;;;;;;;;;;;;;;;;
Le Vernet d'Ariège;;;;;;;;;;;;;;;;;;;;;
Leforest;;;;;;;;;;;;;;;;;;;;;
Lens;;;;;;;;;;;;;;;;;;;;;
Lérouville;;;;;;;;;;;;;;;;;;;;;
Les Bardys;;;;;;;;;;;;;;;;;;;;;
Les Cabrils;;;;;;;;;;;;;;;;;;;;;
Les Deux Jumeaux;;;;;;;;;;;;;;;;;;;;;
Les Eyzies-de-Tayac-Sireuil;;;;;;;;;;;;;;;;;;;;;
Les Pavillons-sous-Bois;;;;;;;;;;;;;;;;;;;;;
Les Portes de Saint-Cyr T13;;;;;;;;;;;;;;;;;;;;;
Les Praz de Chamonix;;;;;;;;;;;;;;;;;;;;;
Les Quatre-Routes-du-Lot;;;;;;;;;;;;;;;;;;;;;
Les Salelles;;;;;;;;;;;;;;;;;;;;;
Lesquin;;;;;;;;;;;;;;;;;;;;;
L'Estaque;;;;;;;;;;;;;;;;;;;;;
Lezoux;;;;;;;;;;;;;;;;;;;;;
Liesle;;;;;;;;;;;;;;;;;;;;;
Lieusaint - Moissy;;;;;;;;;;;;;;;;;;;;;
Limeyrat;;;;;;;;;;;;;;;;;;;;;
Lisière Pereire T13;;;;;;;;;;;;;;;;;;;;;
Longroy - Gamaches;;;;;;;;;;;;;;;;;;;;;
Longuyon;;;;;;;;;;;;;;;;;;;;;
Longwy;;;;;;;;;;;;;;;;;;;;;
Loos-en-Gohelle;;;;;;;;;;;;;;;;;;;;;
Louvres;;;;;;;;;;;;;;;;;;;;;
Luc;;;;;;;;;;;;;;;;;;;;;
Luc-la-Primaube;;;;;;;;;;;;;;;;;;;;;
Lunel-Viel;;;;;;;;;;;;;;;;;;;;;
Lutterbach;;;;;;;;;;;;;;;;;;;;;
Luxeuil-les-Bains;;;;;;;;;;;;;;;;;;;;;
Lyon Gorge de Loup;;;;;;;;;;;;;;;;;;;;;
Machilly;;;;;;;;;;;;;;;;;;;;;
Magnac - Vicq;;;;;;;;;;;;;;;;;;;;;
Mantes Station;;;;;;;;;;;;;;;;;;;;;
Marans;;;;;;;;;;;;;;;;;;;;;
Marcheprime;;;;;;;;;;;;;;;;;;;;;
Mareuil-sur-Ourcq;;;;;;;;;;;;;;;;;;;;;
Marienthal;;;;;;;;;;;;;;;;;;;;;
Marigny;;;;;;;;;;;;;;;;;;;;;
Marle sur Serre;;;;;;;;;;;;;;;;;;;;;
Marles-en-Brie;;;;;;;;;;;;;;;;;;;;;
Maroeuil;;;;;;;;;;;;;;;;;;;;;
Marolles-en-Hurepoix;;;;;;;;;;;;;;;;;;;;;
Maromme;;;;;;;;;;;;;;;;;;;;;
Marquette;;;;;;;;;;;;;;;;;;;;;
Martres-Tolosane;;;;;;;;;;;;;;;;;;;;;
Massy Europe;;;;;;;;;;;;;;;;;;;;;
Matzenheim;;;;;;;;;;;;;;;;;;;;;
Mauzé-sur-le-Mignon;;;;;;;;;;;;;;;;;;;;;
Mende;;;;;;;;;;;;;;;;;;;;;
Mennetou-sur-Cher;;;;;;;;;;;;;;;;;;;;;
Mer;;;;;;;;;;;;;;;;;;;;;
Mérenvielle;;;;;;;;;;;;;;;;;;;;;
Méricourt - Ribemont;;;;;;;;;;;;;;;;;;;;;
Mertzwiller;;;;;;;;;;;;;;;;;;;;;
Méru;;;;;;;;;;;;;;;;;;;;;
Merxheim;;;;;;;;;;;;;;;;;;;;;
Metz;;;;;;;;;;;;;;;;;;;;;
Meudon;;;;;;;;;;;;;;;;;;;;;
Meulan - Hardricourt;;;;;;;;;;;;;;;;;;;;;
Meymac;;;;;;;;;;;;;;;;;;;;;
Mignaloux - Nouaillé;;;;;;;;;;;;;;;;;;;;;
Millas;;;;;;;;;;;;;;;;;;;;;
Millau;;;;;;;;;;;;;;;;;;;;;
Miniac-Morvan;;;;;;;;;;;;;;;;;;;;;
Mionnay;;;;;;;;;;;;;;;;;;;;;
Miramas;;;;;;;;;;;;;;;;;;;;;
Miraumont;;;;;;;;;;;;;;;;;;;;;
Mirecourt;;;;;;;;;;;;;;;;;;;;;
Miribel;;;;;;;;;;;;;;;;;;;;;
Montaigu;;;;;;;;;;;;;;;;;;;;;
Montastruc-la-Conseillère;;;;;;;;;;;;;;;;;;;;;
Montaut Bétharram;;;;;;;;;;;;;;;;;;;;;
Montbré;;;;;;;;;;;;;;;;;;;;;
Montchanin;;;;;;;;;;;;;;;;;;;;;
Mont-Dore;;;;;;;;;;;;;;;;;;;;;
Montélimar;;;;;;;;;;;;;;;;;;;;;
Montfort-l'Amaury - Méré;;;;;;;;;;;;;;;;;;;;;
Montivilliers;;;;;;;;;;;;;;;;;;;;;
Montlouis-sur-Loire;;;;;;;;;;;;;;;;;;;;;
Montluçon Rimard;;;;;;;;;;;;;;;;;;;;;
Montoir-de-Bretagne;;;;;;;;;;;;;;;;;;;;;
Montreuil-sur-Thérain;;;;;;;;;;;;;;;;;;;;;
Monts;;;;;;;;;;;;;;;;;;;;;
Mormant;;;;;;;;;;;;;;;;;;;;;
Morteau;;;;;;;;;;;;;;;;;;;;;
Mouchard;;;;;;;;;;;;;;;;;;;;;
Mourmelon-le-Petit;;;;;;;;;;;;;;;;;;;;;
Moustéru;;;;;;;;;;;;;;;;;;;;;
Mouy - Bury;;;;;;;;;;;;;;;;;;;;;
Munchhausen;;;;;;;;;;;;;;;;;;;;;
Musée d'Orsay;;;;;;;;;;;;;;;;;;;;;
Najac;;;;;;;;;;;;;;;;;;;;;
Nancy;;;;;;;;;;;;;;;;;;;;;
Nanteuil-le-Haudouin;;;;;;;;;;;;;;;;;;;;;
Nérondes;;;;;;;;;;;;;;;;;;;;;
Nerpuy;;;;;;;;;;;;;;;;;;;;;
Neufchâteau;;;;;;;;;;;;;;;;;;;;;
Neuilly - Porte Maillot;;;;;;;;;;;;;;;;;;;;;
Neussargues;;;;;;;;;;;;;;;;;;;;;
Neuville Université;;;;;;;;;;;;;;;;;;;;;
Nice Pont Michel;;;;;;;;;;;;;;;;;;;;;
